시설명,시도,시군구,총길이,총폭,경간수,최대경간장,상부구조,설계하중,교통량,준공년도,준공후경과년수
창릉교,경기도,고양시 덕양구,150,7.5,5,30,PSCI거더교,DB-24,11988,2000,23
창현1교(서울),경기도,남양주시,280,12.6,8,35,PSCI거더교,DB-24,32429,2009,14
창현1교(양양),경기도,남양주시,280,11.8,8,35,PSCI거더교,DB-24,32429,2009,14
창현2교(서울),경기도,남양주시,12,15.3,1,12,라멘교,DB-24,32429,2009,14
창현2교(양양),경기도,남양주시,12,14.7,1,12,라멘교,DB-24,32429,2009,14
창현육교(진입),경기도,남양주시,45,11.6,1,45,강박스거더교,DB-24,32429,2009,14
창현육교(진출),경기도,남양주시,45,11.6,1,45,강박스거더교,DB-24,32429,2009,14
천안교(서울),경기도,가평군,175,12.6,4,65,강박스거더교,DB-24,25812,2009,14
천안교(양양),경기도,가평군,190,12.6,4,60,강박스거더교,DB-24,25812,2009,14
천진암교(이천),경기도,광주시,339.6,12.2,7,50,강박스거더교,DB-24,39862,2001,22
천진암교(하남),경기도,광주군,339.6,12.2,7,50,강박스거더교,DB-24,39862,2001,22
천진암육교(남이),경기도,광주시,50,11.9,2,25,라멘교,DB-24,35224,1987,36
천진암육교(하남),경기도,광주시,50,11.9,2,25,라멘교,DB-24,35224,1987,36
천천교(평택),경기도,화성시,140,15.8,4,35,PSCI거더교,DB-24,42064,2009,14
천천교(화성),경기도,화성시,140,15.8,4,35,PSCI거더교,DB-24,42064,2009,14
천현1교(남이),경기도,하남시,14.4,23,1,14.4,라멘교,DB-24,74173,2001,22
천현1교(하남),경기도,하남시,14.4,23,1,14.4,라멘교,DB-24,74173,2001,22
천현교(남이0),경기도,하남시,50,11.9,3,18,라멘교,DB-24,65093,1987,36
천현교(남이1),경기도,하남시,50,12.5,3,18,라멘교,DB-24,65093,2001,22
천현교(하남0),경기도,하남시,50,11.9,3,18,라멘교,DB-24,65093,1987,36
천현교(하남1),경기도,하남시,50,10.5,3,18,라멘교,DB-24,65093,2001,22
청계1교(부산),경기도,화성시,42.1,19.7,3,15,RC슬래브교,DB-24,90435,1993,30
청계1교(서울),경기도,화성시,42.1,19.3,3,15,RC슬래브교,DB-24,90435,1993,30
청룡교(제천),경기도,평택시,90,19.3,3,30,PSCI거더교,DB-24,33240,2002,21
청룡교(평택),경기도,평택시,90,19.3,3,30,PSCI거더교,DB-24,33240,2002,21
청미천교(남이),경기도,안성시,160,14.9,4,40,PSCI거더교,DB-24,,1987,36
청미천교(양평),경기도,여주군,450,12.4,9,50,강박스거더교,DB-24,35760,2002,21
청미천교(창원),경기도,여주군,450,11.9,9,50,강박스거더교,DB-24,35760,2002,21
청미천교(하남),경기도,안성시,160,14.9,4,40,PSCI거더교,DB-24,35257,1987,36
청북IC1교(목포),경기도,평택시,24,11.8,2,12,라멘교,DB-24,42307,2002,21
청북IC1교(서울),경기도,평택시,24,11.4,2,12,라멘교,DB-24,42307,2002,21
청북IC2교,경기도,평택시,40,15.6,1,40,프리플렉스거더교,DB-24,42307,2002,21
청북IC교(제천),경기도,평택시,30,19.4,1,30,프리플렉스거더교,DB-24,42307,2002,21
청북IC교(평택),경기도,평택시,30,15.8,1,30,프리플렉스거더교,DB-24,42307,2002,21
청북육교,경기도,화성시,40,7.9,1,40,프리플렉스거더교,DB-24,42064,2009,14
청요교,경기도,화성시,105,28.1,3,45,강박스거더교,DB-24,12805,2021,2
청원교,경기도,화성시,15,24.5,1,15,라멘교,DB-24,36947,2013,10
청학천교(구리),경기도,남양주시,130.2,16.5,3,50,PSCI거더교,DB-24,34813,2017,6
청학천교(포천),경기도,남양주시,211.3,16.5,5,50,PSCI거더교,DB-24,34813,2017,6
초가팔1교(구리),경기도,포천시,13.6,36.6,1,12,라멘교,DB-24,6397,2017,6
초가팔1교(구리),경기도,포천시,13.6,36.6,1,13.6,라멘교,DB-24,23013,2017,6
초가팔1교(포천),경기도,포천시,13.6,36.6,1,13.6,라멘교,DB-24,23013,2017,6
초가팔1교(포천),경기도,포천시,13.6,36.6,1,12,라멘교,DB-24,6397,2017,6
초가팔2교(구리),경기도,포천시,17.1,24.5,1,15,라멘교,DB-24,6397,2017,6
초가팔2교(구리),경기도,포천시,17.1,24.5,1,17.1,라멘교,DB-24,23013,2017,6
초가팔2교(포천),경기도,포천시,17.1,24.5,1,15,라멘교,DB-24,6397,2017,6
초가팔2교(포천),경기도,포천시,17.1,24.5,1,17.1,라멘교,DB-24,23013,2017,6
초가팔3교(구리),경기도,포천시,17,24.5,1,17,라멘교,DB-24,23013,2017,6
초가팔3교(구리),경기도,포천시,17,24.5,1,15,라멘교,DB-24,23013,2017,6
초가팔3교(포천),경기도,포천시,17,24.5,1,15,라멘교,DB-24,23013,2017,6
초가팔3교(포천),경기도,포천시,17,24.5,1,17,라멘교,DB-24,23013,2017,6
초원교,경기도,김포시,40,24.3,1,40,PSCI거더교,DB-24,13027,2017,6
초월1교(이천),경기도,광주시,60,12.2,2,30,PSCI거더교,DB-24,39862,2001,22
초월1교(하남),경기도,광주시,60,12.2,2,30,PSCI거더교,DB-24,39862,2001,22
초월IC Ramp-A1교,경기도,광주시,45,16.9,1,45,PSCI거더교,DB-24,28346,2016,7
초월IC Ramp-A2교,경기도,광주시,30,16.9,1,30,PSCI거더교,DB-24,28346,2016,7
초월교(남이),경기도,광주시,50,11.9,2,25,PSC중공슬래브교,DB-24,28639,1987,36
초월교(하남),경기도,광주시,50,11.9,2,25,PSC중공슬래브교,DB-24,28639,1987,36
초일교(구리),경기도,하남시,13.4,22.5,1,13.4,라멘교,DB-24,127988,2001,22
초일교(판교),경기도,하남시,13.4,22.5,1,13.4,라멘교,DB-24,127988,2001,22
초현1교(광주),경기도,여주시,105,12.4,3,35,PSCI거더교,DB-24,21873,2016,7
초현1교(원주),경기도,여주시,105,11.9,3,35,PSCI거더교,DB-24,21873,2016,7
초현2교(광주),경기도,여주시,55,12.4,1,55,강박스거더교,DB-24,21873,2016,7
초현2교(원주),경기도,여주시,55,11.9,1,55,강박스거더교,DB-24,21873,2016,7
총신교(강릉),경기도,용인시,47,20.3,3,18,RC슬래브교,DB-24,68827,2011,12
총신교(인천1),경기도,용인시,47,12.1,3,18,RC슬래브교,DB-24,68827,1994,29
총신교(인천2),경기도,용인시,47,12.1,3,18,RC슬래브교,DB-24,68827,1994,29
추계교(강릉0),경기도,용인시,21.3,4.3,2,10.7,라멘교,DB-24,58455,1994,29
추계교(강릉1),경기도,용인시,21.3,15.3,2,10.7,라멘교,DB-24,58455,2011,12
추계교(인천1),경기도,용인시 처인구,21.3,7.8,2,10.7,라멘교,DB-24,58455,1994,29
추계교(인천2),경기도,용인시,21.3,12.1,2,10.7,라멘교,DB-24,58455,1994,29
추계육교(강릉),경기도,용인시,111.2,19.5,3,40.6,PSCI거더교,DB-24,58455,2011,12
추계육교(인천1),경기도,용인시,105,12.1,3,35,PSCI거더교,DB-24,58455,1994,29
추계육교(인천2),경기도,용인시,105,12.1,3,35,PSCI거더교,DB-24,58455,1994,29
춘궁1교(구리),경기도,하남시,45.1,24.1,1,45.1,프리플렉스거더교,DB-24,81126,2002,21
춘궁1교(판교),경기도,하남시,45,24.1,1,45,프리플렉스거더교,DB-24,81126,2002,21
춘궁2교(구리),경기도,하남시,37,19.8,2,18.5,라멘교,DB-24,81126,2002,21
춘궁2교(판교0),경기도,하남시,37,12.1,2,18.5,라멘교,DB-24,81126,1991,32
춘궁2교(판교1),경기도,하남시,37,5.6,2,18.5,라멘교,DB-24,81126,2002,21
춘궁3교(구리),경기도,하남시,9.3,24.1,1,9.3,라멘교,DB-24,127988,2002,21
춘궁3교(판교),경기도,하남시,9.3,27.9,1,9.3,라멘교,DB-24,127988,2002,21
칠괴교(제천),경기도,평택시,115,15.4,3,45,강박스거더교,DB-24,33769,2002,21
칠괴교(평택),경기도,평택시,115,16,3,45,강박스거더교,DB-24,33769,2002,21
탄천고가교,경기도,성남시 중원구,167,33.9,5,47,PSCI거더교,DB-24,,2017,6
탄천교(구리0),경기도,성남시 수정구,181.1,12,6,30.3,PSCI거더교,DB-24,107206,1991,32
탄천교(구리1),경기도,성남시 수정구,181.1,7.4,6,30.3,PSCI거더교,DB-24,107206,2002,21
탄천교(판교0),경기도,성남시 수정구,181.1,12,6,30.3,PSCI거더교,DB-24,107206,1991,32
탄천교(판교1),경기도,성남시 수정구,181.1,7.4,6,30.3,PSCI거더교,DB-24,107206,2002,21
태평교(구리0),경기도,성남시 수정구,11.6,8.3,1,11.6,라멘교,DB-24,89544,1991,32
태평교(구리1),경기도,성남시 수정구,11.3,11.4,1,11.3,라멘교,DB-24,89544,2002,21
태평교(판교0),경기도,성남시 수정구,11.6,16.5,1,11.6,라멘교,DB-24,89544,1991,32
태평교(판교1),경기도,성남시 수정구,11.3,10.2,1,11.3,라멘교,DB-24,89544,2002,21
토진1교(제천),경기도,평택시,30.1,15.8,1,30.1,PSCI거더교,DB-24,49096,2002,21
토진1교(평택),경기도,평택시,30.1,15.8,1,30.1,PSCI거더교,DB-24,49096,2002,21
토진2교(제천),경기도,평택시,15,15.7,1,15,라멘교,DB-24,49096,2002,21
토진2교(평택),경기도,평택시,15,15.7,1,15,라멘교,DB-24,49096,2002,21
토진3교(제천0),경기도,평택시,12,15.8,1,12,라멘교,DB-24,49096,2002,21
토진3교(제천1),경기도,평택시,11.5,4.6,1,11.5,라멘교,DB-24,49096,2009,14
토진3교(평택0),경기도,평택시,12,15.7,1,12,라멘교,DB-24,49096,2002,21
토진3교(평택1),경기도,평택시,12,4.1,1,12,라멘교,DB-24,49096,2009,14
토진4교(제천0),경기도,평택시,15,16,1,15,라멘교,DB-24,49096,2002,21
토진4교(제천1),경기도,평택시,15.2,4.5,1,15.2,라멘교,DB-24,49096,2009,14
토진4교(평택),경기도,평택시,15,15.5,1,15,라멘교,DB-24,49096,2002,21
통복천교(제천),경기도,평택시,90.6,19.3,3,30.3,PSCI거더교,DB-24,33240,2002,21
통복천교(평택),경기도,평택시,90.6,19.3,3,30.3,PSCI거더교,DB-24,33240,2002,21
통일로IC1교(R-D교),경기도,고양시 덕양구,160,11.1,3,60,강박스거더교,DB-24,83467,2006,17
통일로IC2교(R-A교),경기도,고양시 덕양구,160,11.1,3,60,강박스거더교,DB-24,83467,2006,17
통일로IC교(일산),경기도,고양시 덕양구,180,19.4,3,70,강박스거더교,DB-24,83467,2006,17
통일로IC교(퇴계원),경기도,고양시 덕양구,180,19.4,3,70,강박스거더교,DB-24,83467,2006,17
퇴계원IC 3교,경기도,남양주시,272.5,8.5,5,57.5,강박스거더교,DB-24,62323,2012,11
퇴계원IC1교,경기도,구리시,40,17,1,40,강박스거더교,DB-24,62323,1993,30
퇴계원IC2교,경기도,구리시,160,14.7,3,60,강박스거더교,DB-24,,2012,11
퇴계원IC4교,경기도,구리시,45,11.1,1,45,강박스거더교,DB-24,,2017,6
퇴계원IC5교,경기도,구리시,10.4,11.3,1,10.4,라멘교,DB-24,,2017,6
퇴계원IC6교,경기도,구리시,220,11.3,4,60,강박스거더교,DB-24,,2011,12
퇴계원IC교,경기도,구리시,50,17,1,50,강박스거더교,DB-24,62323,1993,30
파장교(강릉0),경기도,수원시 장안구,50,12,3,20,RC중공슬래브교,DB-24,82280,1991,32
파장교(강릉1),경기도,수원시 장안구,50,8.4,3,20,RC중공슬래브교,DB-24,82280,2001,22
파장교(인천0),경기도,수원시 장안구,50,12,3,20,RC중공슬래브교,DB-24,82280,1991,32
파장교(인천1),경기도,수원시 장안구,50,4.8,3,20,RC중공슬래브교,DB-24,82280,2001,22
파장교(인천2),경기도,수원시 장안구,50,4.7,3,20,RC중공슬래브교,DB-24,82280,2006,17
파장육교,경기도,수원시 장안구,59.8,5,3,30,강플레이트거더교,DB-18,82280,2001,22
파정육교(강릉),경기도,수원시 장안구,150,16.7,3,60,강박스거더교,DB-24,80392,1991,32
파정육교(인천0),경기도,수원시 장안구,150,12.7,3,60,강박스거더교,DB-24,80392,1991,32
파정육교(인천1),경기도,수원시 장안구,150,9.7,3,60,강박스거더교,DB-24,80392,2001,22
판교1교(부산0),경기도,성남시 분당구,62.8,22.8,4,18,RC슬래브교,DB-24,74394,1992,31
판교1교(부산1),경기도,성남시 분당구,62.8,4.2,4,18,RC슬래브교,DB-24,74394,2010,13
판교1교(서울),경기도,성남시 분당구,62.7,19.3,4,18,RC슬래브교,DB-24,74394,1992,31
판교2교(부산),경기도,성남시 분당구,60.5,27.6,2,30.2,PSCI거더교,DB-24,74394,2008,15
판교2교(서울),경기도,성남시 분당구,60.5,22.6,2,30.2,PSCI거더교,DB-24,74394,2008,15
판교3교(부산0),경기도,성남시 분당구,35,18.8,1,35,프리플렉스거더교,DB-24,74394,1992,31
판교3교(부산1),경기도,성남시 분당구,35,7.8,1,35,프리플렉스거더교,DB-24,74394,2010,13
판교3교(서울0),경기도,성남시 분당구,35,18.8,1,35,프리플렉스거더교,DB-24,74394,1992,31
판교3교(서울1),경기도,성남시 분당구,35,4.2,1,35,프리플렉스거더교,DB-24,74394,2010,13
판교IC1교,경기도,성남시 분당구,36.5,12.1,2,18.2,라멘교,DB-24,74394,2010,13
판교IC2교,경기도,성남시 분당구,25.3,14.1,1,25.3,PSCI거더교,DB-24,74394,2010,13
판교IC3교,경기도,성남시 분당구,45.4,19.3,1,45.4,PSCI거더교,DB-24,74394,2010,13
판교IC4교,경기도,성남시 분당구,32,6.9,1,32,PSCI거더교,DB-24,74394,2018,5
판교IC교,경기도,성남시 분당구,160.3,14.7,3,68,강박스거더교,DB-24,74394,2010,13
판교IC램프E교(부산),경기도,성남시 분당구,25.7,29.3,1,25.7,PSCI거더교,DB-24,74394,2008,15
판교IC램프E교(서울),경기도,성남시 분당구,25.7,22.6,1,25.7,PSCI거더교,DB-24,74394,2008,15
판교JCT-램프J교,경기도,성남시 분당구,160,12.5,3,70,강박스거더교,DB-24,107206,1995,28
판교JCT1교(일산),경기도,성남시 분당구,55,19.3,3,25,RC중공슬래브교,DB-24,107206,1995,28
판교JCT1교(판교),경기도,성남시 분당구,55,23.4,3,25,RC중공슬래브교,DB-24,107206,1995,28
판교JCT2교(일산),경기도,성남시 분당구,50,19.3,1,50,강박스거더교,DB-24,107206,1995,28
판교JCT2교(판교),경기도,성남시 분당구,50,19.3,1,50,강박스거더교,DB-24,107206,1995,28
판교JCT본선육교(일산),경기도,성남시 분당구,160,17.8,3,70,강박스거더교,DB-24,107206,1995,28
판교JCT본선육교(판교),경기도,성남시 분당구,160,21.9,3,70,강박스거더교,DB-24,107206,1995,28
판교JCT육교(부산),경기도,성남시 수정구,11.7,23.3,1,11.7,라멘교,DB-24,74394,1991,32
판교JCT육교(서울0),경기도,성남시 수정구,11.7,23.3,1,11.7,라멘교,DB-24,74394,1991,32
판교JCT육교(서울1),경기도,성남시 수정구,11.7,5.5,1,11.7,라멘교,DB-24,74394,2010,13
팔곡1교(목포),경기도,안산시 상록구,15,16.1,1,15,라멘교,DB-24,55319,1996,27
팔곡1교(서울),경기도,안산시 상록구,15,16.1,1,15,라멘교,DB-24,55319,1996,27
팔곡2교(목포),경기도,안산시 상록구,240.3,16.1,5,50,강박스거더교,DB-24,55319,1996,27
팔곡2교(서울),경기도,안산시 상록구,240.3,16.1,5,50,강박스거더교,DB-24,55319,1996,27
팔곡3교,경기도,안산시 상록구,230.3,8.9,5,50,강박스거더교,DB-24,58390,1996,27
팔곡4교(목포0),경기도,안산시 상록구,30.1,16.1,1,30.1,PSCI거더교,DB-24,58390,1996,27
팔곡4교(목포1),경기도,안산시 상록구,30.1,8.9,1,30.1,PSCI거더교,DB-24,58390,1996,27
팔곡4교(서울),경기도,안산시 상록구,30.1,16.1,1,30.1,PSCI거더교,DB-24,58390,1996,27
팔곡육교,경기도,안산시 상록구,380.3,8.9,8,50,강박스거더교,DB-24,58390,1996,27
팔탄 JCT 1교,경기도,화성시,18.5,30,1,18.5,라멘교,DB-24,12805,2021,2
팔탄 JCT 2교,경기도,화성시,20,34,1,20,라멘교,DB-24,12805,2021,2
팔탄교(상행),경기도,화성시,160.2,25.7,3,65,강박스거더교,DB-24,12805,2021,2
팔탄교(하행),경기도,화성시,160.2,26.2,3,65,강박스거더교,DB-24,12805,2021,2
평촌IC-1교,경기도,안양시 동안구,503.6,8.9,9,69.8,강박스거더교,DB-24,83641,1995,28
평촌IC-2교,경기도,안양시 동안구,520.4,8.9,9,70.2,강박스거더교,DB-24,83641,1995,28
평촌IC-3교,경기도,안양시 동안구,317,8.9,6,57,강박스거더교,DB-24,69651,1995,28
평촌IC-4교,경기도,안양시 동안구,317,8.9,6,57,강박스거더교,DB-24,69651,1995,28
평촌고가교(일산),경기도,의왕시,2457,19.3,45,70,강박스거더교,DB-24,83641,1995,28
평촌고가교(판교),경기도,의왕시,2457,19.3,45,70,강박스거더교,DB-24,83641,1995,28
평택JCT1교,경기도,평택시,280,15.6,6,60,강박스거더교,DB-24,49096,2009,14
평택JCT2교,경기도,평택시,10,32.7,1,10,라멘교,DB-24,49096,2009,14
평택JCT3교,경기도,평택시,125,8.5,3,45,강박스거더교,DB-24,49096,2009,14
평택JCT4교,경기도,평택시,80,8.5,2,40,강박스거더교,DB-24,49096,2009,14
평택JCT교(평택),경기도,평택시,30,15.8,1,30,PSCI거더교,DB-24,42295,2009,14
평택JCT교(화성),경기도,평택시,30,19.5,1,30,PSCI거더교,DB-24,42295,2009,14
포일1-1교,경기도,의왕시,148.9,13,3,60,강박스거더교,DB-24,84064,2013,10
포일1-2교,경기도,의왕시,135.2,9.2,3,55,강박스거더교,DB-24,84064,2013,10
포일1-3교,경기도,의왕시,165.2,9,4,42.5,강박스거더교,DB-24,84064,2013,10
포천IC교(구리),경기도,포천시,30,28.1,1,30,PSCI거더교,DB-24,13360,2017,6
포천IC교(구리),경기도,포천시,30,28.1,1,30,PSCI거더교,DB-24,13360,2017,6
포천IC교(포천),경기도,포천시,30,28.1,1,30,PSCI거더교,DB-24,13360,2017,6
포천IC교(포천),경기도,포천시,30,28.1,1,30,PSCI거더교,DB-24,13360,2017,6
풍덕천교(부산),경기도,용인시 기흥구,75.4,19.3,3,25.2,PSCI거더교,DB-24,105559,1992,31
풍덕천교(서울),경기도,용인시 기흥구,75.4,19.3,3,25.2,PSCI거더교,DB-24,105559,1992,31
하갈교(부산),경기도,용인시 기흥구,70,22.3,5,15,RC슬래브교,DB-24,107111,1992,31
하갈교(서울),경기도,용인시 기흥구,70,22.9,5,15,RC슬래브교,DB-24,107111,1992,31
하광교(강릉0),경기도,수원시 장안구,15,12.3,1,15,라멘교,DB-24,82280,1991,32
하광교(강릉1),경기도,수원시 장안구,15,5,1,15,라멘교,DB-24,82280,2001,22
하광교(강릉2),경기도,수원시 장안구,15,4.8,1,15,라멘교,DB-24,82280,2013,10
하광교(인천0),경기도,수원시 장안구,15,12.3,1,15,라멘교,DB-24,82280,1991,32
하광교(인천1),경기도,수원시 장안구,15,5,1,15,라멘교,DB-24,82280,2001,22
하광교(인천2),경기도,수원시 장안구,15,4.3,1,15,라멘교,DB-24,82280,2006,17
하남IC1교,경기도,하남시,14.8,8,1,14.8,라멘교,DB-24,65093,2001,22
하남IC2교,경기도,하남시,182,12.6,3,66,강박스거더교,DB-24,65093,2001,22
하남IC3교,경기도,하남시,15,8,1,15,라멘교,DB-24,65093,2001,22
하남IC4교,경기도,하남시,216,12.6,4,65,강박스거더교,DB-24,65093,2001,22
하남IC교(남이),경기도,하남시,43,22.6,1,43,강박스거더교,DB-24,65093,2001,22
하남IC교(하남),경기도,하남시,43,18.4,1,43,강박스거더교,DB-24,65093,2001,22
하남JCT1교(구리0),경기도,하남시,182.8,8.6,4,63.5,강박스거더교,DB-24,127988,1991,32
하남JCT1교(구리1),경기도,하남시,182.8,5.8,4,63.5,강박스거더교,DB-24,127988,2002,21
하남JCT2교,경기도,하남시,11.8,12.7,1,11.8,라멘교,DB-24,127988,1991,32
하남JCT교(남이0),경기도,하남시,55.1,15.9,3,25,RC중공슬래브교,DB-24,74173,1987,36
하남JCT교(남이1),경기도,하남시,55.1,4.8,3,25,RC중공슬래브교,DB-24,74173,2001,22
하남JCT교(하남0),경기도,하남시,55.1,15.9,3,25,RC중공슬래브교,DB-24,74173,1987,36
하남JCT교(하남1),경기도,하남시,55.1,5.8,3,25,RC중공슬래브교,DB-24,74173,2001,22
하리교(강릉0),경기도,용인시 수지구,15,13.5,1,15,라멘교,DB-24,79286,1991,32
하리교(강릉1),경기도,용인시 수지구,15,7.4,1,15,라멘교,DB-24,79286,2001,22
하리교(강릉2),경기도,수원시 영통구,16.6,10.7,1,16.6,라멘교,DB-24,79286,2015,8
하리교(인천0),경기도,용인시 수지구,15,13.5,1,15,라멘교,DB-24,79286,1991,32
